County,Constituency,Ward,Center,Station,Station code,Voters
Mombasa,Changamwe,Port Reitz,Bomu Primary School,1,1001000100101,687
Mombasa,Changamwe,Port Reitz,Bomu Primary School,2,1001000100102,688
Mombasa,Changamwe,Port Reitz,Bomu Primary School,3,1001000100103,688
Mombasa,Changamwe,Port Reitz,Bomu Primary School,4,1001000100104,688
Mombasa,Changamwe,Port Reitz,Bomu Primary School,5,1001000100105,688
Mombasa,Changamwe,Port Reitz,Bomu Primary School,6,1001000100106,688
Mombasa,Changamwe,Port Reitz,Bomu Primary School,7,1001000100107,688
Mombasa,Changamwe,Port Reitz,Bomu Primary School,8,1001000100108,688
Mombasa,Changamwe,Port Reitz,Bomu Primary School,9,1001000100109,687
Mombasa,Changamwe,Port Reitz,Bomu Primary School,10,1001000100110,687
Mombasa,Changamwe,Port Reitz,Bomu Primary School,11,1001000100111,687
Mombasa,Changamwe,Port Reitz,Bomu Primary School,12,1001000100112,687
Mombasa,Changamwe,Port Reitz,Bomu Primary School,13,1001000100113,687
Mombasa,Changamwe,Port Reitz,Bomu Primary School,14,1001000100114,687
Mombasa,Changamwe,Port Reitz,Mwijabu Primary School,1,1001000100201,638
Mombasa,Changamwe,Port Reitz,Mwijabu Primary School,2,1001000100202,639
Mombasa,Changamwe,Port Reitz,Mwijabu Primary School,3,1001000100203,639
Mombasa,Changamwe,Port Reitz,Mwijabu Primary School,4,1001000100204,638
Mombasa,Changamwe,Port Reitz,Mwijabu Primary School,5,1001000100205,638
Mombasa,Changamwe,Port Reitz,Mwijabu Primary School,6,1001000100206,638
Mombasa,Changamwe,Port Reitz,Mwijabu Primary School,7,1001000100207,638
Mombasa,Changamwe,Port Reitz,Lilongwe Garden,1,1001000100301,597
Mombasa,Changamwe,Port Reitz,Lilongwe Garden,2,1001000100302,598
Mombasa,Changamwe,Port Reitz,Lilongwe Garden,3,1001000100303,598
Mombasa,Changamwe,Port Reitz,Lilongwe Garden,4,1001000100304,598
Mombasa,Changamwe,Port Reitz,Lilongwe Garden,5,1001000100305,598
Mombasa,Changamwe,Kipevu,Umoja Primary School,1,1001000200401,596
Mombasa,Changamwe,Kipevu,Umoja Primary School,2,1001000200402,597
Mombasa,Changamwe,Kipevu,Umoja Primary School,3,1001000200403,596
Mombasa,Changamwe,Kipevu,Umoja Primary School,4,1001000200404,596
Mombasa,Changamwe,Kipevu,Umoja Primary School,5,1001000200405,596
Mombasa,Changamwe,Kipevu,Kisumu Ndogo Ground,1,1001000200501,623
Mombasa,Changamwe,Kipevu,Kisumu Ndogo Ground,2,1001000200502,624
Mombasa,Changamwe,Kipevu,Kisumu Ndogo Ground,3,1001000200503,624
Mombasa,Changamwe,Kipevu,Kisumu Ndogo Ground,4,1001000200504,624
Mombasa,Changamwe,Kipevu,Kisumu Ndogo Ground,5,1001000200505,624
Mombasa,Changamwe,Kipevu,Kwa Hola Primary School,1,1001000200601,538
Mombasa,Changamwe,Kipevu,Kwa Hola Primary School,2,1001000200602,539
Mombasa,Changamwe,Kipevu,Kwa Hola Primary School,3,1001000200603,539
Mombasa,Changamwe,Kipevu,Kwa Hola Primary School,4,1001000200604,539
Mombasa,Changamwe,Kipevu,Cape Town Ground,1,1001000200701,698
Mombasa,Changamwe,Kipevu,Cape Town Ground,2,1001000200702,699
Mombasa,Changamwe,Kipevu,Cape Town Ground,3,1001000200703,698
Mombasa,Changamwe,Kipevu,Cape Town Ground,4,1001000200704,698
Mombasa,Changamwe,Kipevu,Cape Town Ground,5,1001000200705,698
Mombasa,Changamwe,Kipevu,Cape Town Ground,6,1001000200706,698
Mombasa,Changamwe,Kipevu,Kaloleni Ground,1,1001000200801,582
Mombasa,Changamwe,Kipevu,Kaloleni Ground,2,1001000200802,582
Mombasa,Changamwe,Airport,Bokole Nursery School,1,1001000300901,680
Mombasa,Changamwe,Airport,Bokole Nursery School,2,1001000300902,681
Mombasa,Changamwe,Airport,Bokole Nursery School,3,1001000300903,681
Mombasa,Changamwe,Airport,Bokole Nursery School,4,1001000300904,681
Mombasa,Changamwe,Airport,Bokole Nursery School,5,1001000300905,681
Mombasa,Changamwe,Airport,Baraka Village,1,1001000301001,646
Mombasa,Changamwe,Airport,Baraka Village,2,1001000301002,647
Mombasa,Changamwe,Airport,Baraka Village,3,1001000301003,647
Mombasa,Changamwe,Airport,Baraka Village,4,1001000301004,647
Mombasa,Changamwe,Airport,Baraka Village,5,1001000301005,646
Mombasa,Changamwe,Airport,Baraka Village,6,1001000301006,646
Mombasa,Changamwe,Airport,Al-Irshadi Nursery School,1,1001000301101,679
Mombasa,Changamwe,Airport,Al-Irshadi Nursery School,2,1001000301102,680
Mombasa,Changamwe,Airport,Al-Irshadi Nursery School,3,1001000301103,680
Mombasa,Changamwe,Airport,Al-Irshadi Nursery School,4,1001000301104,680
Mombasa,Changamwe,Airport,Al-Irshadi Nursery School,5,1001000301105,680
Mombasa,Changamwe,Airport,Al-Irshadi Nursery School,6,1001000301106,680
Mombasa,Changamwe,Airport,Al-Irshadi Nursery School,7,1001000301107,680
Mombasa,Changamwe,Airport,Mwidani Social Hall,1,1001000301201,615
Mombasa,Changamwe,Airport,Mwidani Social Hall,2,1001000301202,616
Mombasa,Changamwe,Airport,Mwidani Social Hall,3,1001000301203,616
Mombasa,Changamwe,Airport,Mwidani Social Hall,4,1001000301204,615
Mombasa,Changamwe,Airport,Mwidani Social Hall,5,1001000301205,615
Mombasa,Changamwe,Airport,Mwidani Social Hall,6,1001000301206,615
Mombasa,Changamwe,Airport,Portreitz Nursery School,1,1001000301301,436
Mombasa,Changamwe,Airport,Portreitz Nursery School,2,1001000301302,436
Mombasa,Changamwe,Changamwe,Changamwe Social Hall,1,1001000401401,632
Mombasa,Changamwe,Changamwe,Changamwe Social Hall,2,1001000401402,633
Mombasa,Changamwe,Changamwe,Changamwe Social Hall,3,1001000401403,633
Mombasa,Changamwe,Changamwe,Changamwe Social Hall,4,1001000401404,633
Mombasa,Changamwe,Changamwe,Changamwe Social Hall,5,1001000401405,633
Mombasa,Changamwe,Changamwe,Changamwe Social Hall,6,1001000401406,633
Mombasa,Changamwe,Changamwe,Changamwe Social Hall,7,1001000401407,633
Mombasa,Changamwe,Changamwe,Changamwe Social Hall,8,1001000401408,632
Mombasa,Changamwe,Changamwe,Changamwe Social Hall,9,1001000401409,632
Mombasa,Changamwe,Changamwe,Changamwe Social Hall,10,1001000401410,632
Mombasa,Changamwe,Changamwe,Changamwe Primary School,1,1001000401501,645
Mombasa,Changamwe,Changamwe,Changamwe Primary School,2,1001000401502,645
Mombasa,Changamwe,Changamwe,St. Lwanga Primary School,1,1001000401601,623
Mombasa,Changamwe,Changamwe,St. Lwanga Primary School,2,1001000401602,624
Mombasa,Changamwe,Changamwe,St. Lwanga Primary School,3,1001000401603,624
Mombasa,Changamwe,Changamwe,St. Lwanga Primary School,4,1001000401604,623
Mombasa,Changamwe,Changamwe,Changamwe Secondary School,1,1001000401701,507
Mombasa,Changamwe,Changamwe,Changamwe Secondary School,2,1001000401702,508
Mombasa,Changamwe,Changamwe,Gome Primary School,1,1001000401801,624
Mombasa,Changamwe,Changamwe,Gome Primary School,2,1001000401802,625
Mombasa,Changamwe,Changamwe,Gome Primary School,3,1001000401803,625
Mombasa,Changamwe,Changamwe,Magongo Primary School,1,1001000401901,542
Mombasa,Changamwe,Changamwe,Magongo Primary School,2,1001000401902,542
Mombasa,Changamwe,Changamwe,Magongo Primary School,3,1001000401903,542
Mombasa,Changamwe,Changamwe,Magongo Primary School,4,1001000401904,542
Mombasa,Changamwe,Changamwe,Baptist Church Primary School,1,1001000402001,604
Mombasa,Changamwe,Changamwe,Baptist Church Primary School,2,1001000402002,605
Mombasa,Changamwe,Changamwe,Baptist Church Primary School,3,1001000402003,605
Mombasa,Changamwe,Changamwe,Baptist Church Primary School,4,1001000402004,605
Mombasa,Changamwe,Chaani,Chaani Social Hall,1,1001000502101,651
Mombasa,Changamwe,Chaani,Chaani Social Hall,2,1001000502102,652
Mombasa,Changamwe,Chaani,Chaani Social Hall,3,1001000502103,652
Mombasa,Changamwe,Chaani,Chaani Social Hall,4,1001000502104,652
Mombasa,Changamwe,Chaani,Chaani Social Hall,5,1001000502105,652
Mombasa,Changamwe,Chaani,Chaani Social Hall,6,1001000502106,652
Mombasa,Changamwe,Chaani,Chaani Social Hall,7,1001000502107,652
Mombasa,Changamwe,Chaani,Chaani Social Hall,8,1001000502108,652
Mombasa,Changamwe,Chaani,Chaani Social Hall,9,1001000502109,651
Mombasa,Changamwe,Chaani,Chaani Social Hall,10,1001000502110,651
Mombasa,Changamwe,Chaani,Chaani Social Hall,11,1001000502111,651
Mombasa,Changamwe,Chaani,Chaani Social Hall,12,1001000502112,651
Mombasa,Changamwe,Chaani,Chaani Social Hall,13,1001000502113,651
Mombasa,Changamwe,Chaani,Kipevu Primary School,1,1001000502201,622
Mombasa,Changamwe,Chaani,Kipevu Primary School,2,1001000502202,623
Mombasa,Changamwe,Chaani,Kipevu Primary School,3,1001000502203,623
Mombasa,Changamwe,Chaani,Kipevu Primary School,4,1001000502204,623
Mombasa,Changamwe,Chaani,Kipevu Primary School,5,1001000502205,623
Mombasa,Changamwe,Chaani,Mikadini Primary School,1,1001000502301,646
Mombasa,Changamwe,Chaani,Mikadini Primary School,2,1001000502302,647
Mombasa,Changamwe,Chaani,Mikadini Primary School,3,1001000502303,647
Mombasa,Changamwe,Chaani,Mikadini Primary School,4,1001000502304,647
Mombasa,Changamwe,Chaani,Mikadini Primary School,5,1001000502305,647
Mombasa,Changamwe,Chaani,Mikadini Primary School,6,1001000502306,646
Mombasa,Changamwe,Chaani,Chaani Primary School,1,1001000502401,665
Mombasa,Changamwe,Chaani,Chaani Primary School,2,1001000502402,665
Mombasa,Changamwe,Chaani,Chaani Primary School,3,1001000502403,665
Mombasa,Changamwe,Chaani,Chaani Primary School,4,1001000502404,665
Mombasa,Changamwe,Chaani,Chaani Primary School,5,1001000502405,665
Mombasa,Changamwe,Chaani,Chaani Primary School,6,1001000502406,665
Mombasa,Changamwe,Chaani,Chaani Primary School,7,1001000502407,665
Mombasa,Changamwe,Chaani,Chaani Primary School,8,1001000502408,665
Mombasa,Changamwe,Chaani,Chaani Primary School,9,1001000502409,665
Mombasa,Jomvu,Jomvu Kuu,Miritini World Bank Primary School,1,1002000600101,677
Mombasa,Jomvu,Jomvu Kuu,Miritini World Bank Primary School,2,1002000600102,677
Mombasa,Jomvu,Jomvu Kuu,Miritini World Bank Primary School,3,1002000600103,677
Mombasa,Jomvu,Jomvu Kuu,Miritini World Bank Primary School,4,1002000600104,677
Mombasa,Jomvu,Jomvu Kuu,Miritini World Bank Primary School,5,1002000600105,677
Mombasa,Jomvu,Jomvu Kuu,Miritini World Bank Primary School,6,1002000600106,677
Mombasa,Jomvu,Jomvu Kuu,Miritini World Bank Primary School,7,1002000600107,677
Mombasa,Jomvu,Jomvu Kuu,Jomvu Kuu Primary School,1,1002000600201,640
Mombasa,Jomvu,Jomvu Kuu,Jomvu Kuu Primary School,2,1002000600202,641
Mombasa,Jomvu,Jomvu Kuu,Jomvu Kuu Primary School,3,1002000600203,641
Mombasa,Jomvu,Jomvu Kuu,Jomvu Kuu Primary School,4,1002000600204,641
Mombasa,Jomvu,Jomvu Kuu,Jomvu Kuu Primary School,5,1002000600205,641
Mombasa,Jomvu,Jomvu Kuu,Jomvu Kuu Primary School,6,1002000600206,640
Mombasa,Jomvu,Jomvu Kuu,Jomvu Kuu Primary School,7,1002000600207,640
Mombasa,Jomvu,Jomvu Kuu,Jomvu Kuu Primary School,8,1002000600208,640
Mombasa,Jomvu,Jomvu Kuu,Taratibu Social Hall,1,1002000600301,426
Mombasa,Jomvu,Jomvu Kuu,Taratibu Social Hall,2,1002000600302,426
Mombasa,Jomvu,Jomvu Kuu,Mirironi Primary School,1,1002000600401,507
Mombasa,Jomvu,Jomvu Kuu,Aldinnah Nursery School,1,1002000600501,637
Mombasa,Jomvu,Jomvu Kuu,Aldinnah Nursery School,2,1002000600502,638
Mombasa,Jomvu,Jomvu Kuu,Aldinnah Nursery School,3,1002000600503,637
Mombasa,Jomvu,Jomvu Kuu,Aldinnah Nursery School,4,1002000600504,637
Mombasa,Jomvu,Jomvu Kuu,Aldinnah Nursery School,5,1002000600505,637
Mombasa,Jomvu,Jomvu Kuu,Aldinnah Nursery School,6,1002000600506,637
Mombasa,Jomvu,Jomvu Kuu,Aldinnah Nursery School,7,1002000600507,637
Mombasa,Jomvu,Jomvu Kuu,Jomvu Narcol Nursery School,1,1002000600601,482
Mombasa,Jomvu,Jomvu Kuu,Jomvu Narcol Nursery School,2,1002000600602,482
Mombasa,Jomvu,Jomvu Kuu,Jomvu Narcol Nursery School,3,1002000600603,482
Mombasa,Jomvu,Jomvu Kuu,Swaleh Khalid Social Hall,1,1002000600701,654
Mombasa,Jomvu,Jomvu Kuu,Swaleh Khalid Social Hall,2,1002000600702,655
Mombasa,Jomvu,Jomvu Kuu,Swaleh Khalid Social Hall,3,1002000600703,654
Mombasa,Jomvu,Jomvu Kuu,Nuru Community Based Rehabilitation School,1,1002000600801,635
Mombasa,Jomvu,Jomvu Kuu,Nuru Community Based Rehabilitation School,2,1002000600802,636
Mombasa,Jomvu,Jomvu Kuu,Nuru Community Based Rehabilitation School,3,1002000600803,636
Mombasa,Jomvu,Jomvu Kuu,Nuru Community Based Rehabilitation School,4,1002000600804,636
Mombasa,Jomvu,Jomvu Kuu,Nuru Community Based Rehabilitation School,5,1002000600805,635
Mombasa,Jomvu,Miritini,Abu-Ubaida Primary School,1,1002000700901,629
Mombasa,Jomvu,Miritini,Abu-Ubaida Primary School,2,1002000700902,629
Mombasa,Jomvu,Miritini,Abu-Ubaida Primary School,3,1002000700903,629
Mombasa,Jomvu,Miritini,Abu-Ubaida Primary School,4,1002000700904,629
Mombasa,Jomvu,Miritini,Abu-Ubaida Primary School,5,1002000700905,629
Mombasa,Jomvu,Miritini,Abu-Ubaida Primary School,6,1002000700906,629
Mombasa,Jomvu,Miritini,Miritini Primary School,1,1002000701001,609
Mombasa,Jomvu,Miritini,Miritini Primary School,2,1002000701002,609
Mombasa,Jomvu,Miritini,Miritini Primary School,3,1002000701003,609
Mombasa,Jomvu,Miritini,Miritini Primary School,4,1002000701004,609
Mombasa,Jomvu,Miritini,Miritini Primary School,5,1002000701005,609
Mombasa,Jomvu,Miritini,Miritini Primary School,6,1002000701006,609
Mombasa,Jomvu,Miritini,Bamako Innitiative Miritini,1,1002000701101,475
Mombasa,Jomvu,Miritini,Bamako Innitiative Miritini,2,1002000701102,476
Mombasa,Jomvu,Miritini,Bamako Innitiative Miritini,3,1002000701103,475
Mombasa,Jomvu,Miritini,Railway Station Hall,1,1002000701201,668
Mombasa,Jomvu,Miritini,Railway Station Hall,2,1002000701202,669
Mombasa,Jomvu,Miritini,Railway Station Hall,3,1002000701203,669
Mombasa,Jomvu,Miritini,Railway Station Hall,4,1002000701204,669
Mombasa,Jomvu,Miritini,Railway Station Hall,5,1002000701205,669
Mombasa,Jomvu,Miritini,Railway Station Hall,6,1002000701206,668
Mombasa,Jomvu,Miritini,Railway Station Hall,7,1002000701207,668
Mombasa,Jomvu,Miritini,Railway Station Hall,8,1002000701208,668
Mombasa,Jomvu,Miritini,Railway Station Hall,9,1002000701209,668
Mombasa,Jomvu,Miritini,Mwamlai Primary School,1,1002000701301,676
Mombasa,Jomvu,Miritini,Mwamlai Primary School,2,1002000701302,677
Mombasa,Jomvu,Miritini,Mwamlai Primary School,3,1002000701303,676
Mombasa,Jomvu,Mikindani,Ministry Of Water Tanks,1,1002000801401,638
Mombasa,Jomvu,Mikindani,Ministry Of Water Tanks,2,1002000801402,639
Mombasa,Jomvu,Mikindani,Ministry Of Water Tanks,3,1002000801403,639
Mombasa,Jomvu,Mikindani,Ministry Of Water Tanks,4,1002000801404,639
Mombasa,Jomvu,Mikindani,Ministry Of Water Tanks,5,1002000801405,639
Mombasa,Jomvu,Mikindani,Ministry Of Water Tanks,6,1002000801406,638
Mombasa,Jomvu,Mikindani,Mikindani Social Hall,1,1002000801501,660
Mombasa,Jomvu,Mikindani,Mikindani Social Hall,2,1002000801502,661
Mombasa,Jomvu,Mikindani,Mikindani Social Hall,3,1002000801503,661
Mombasa,Jomvu,Mikindani,Mikindani Social Hall,4,1002000801504,661
Mombasa,Jomvu,Mikindani,Mikindani Social Hall,5,1002000801505,661
Mombasa,Jomvu,Mikindani,Mikindani Social Hall,6,1002000801506,661
Mombasa,Jomvu,Mikindani,Mikindani Social Hall,7,1002000801507,661
Mombasa,Jomvu,Mikindani,Mikindani Social Hall,8,1002000801508,661
Mombasa,Jomvu,Mikindani,Mikindani Social Hall,9,1002000801509,660
Mombasa,Jomvu,Mikindani,Mikindani Social Hall,10,1002000801510,660
Mombasa,Jomvu,Mikindani,Owino Uhuru Nursery School,1,1002000801601,617
Mombasa,Jomvu,Mikindani,Owino Uhuru Nursery School,2,1002000801602,618
Mombasa,Jomvu,Mikindani,Kwa Shee Primary School,1,1002000801701,661
Mombasa,Jomvu,Mikindani,Kwa Shee Primary School,2,1002000801702,662
Mombasa,Jomvu,Mikindani,Kwa Shee Primary School,3,1002000801703,662
Mombasa,Jomvu,Mikindani,Kwa Shee Primary School,4,1002000801704,662
Mombasa,Jomvu,Mikindani,Amani Primary School,1,1002000801801,649
Mombasa,Jomvu,Mikindani,Amani Primary School,2,1002000801802,650
Mombasa,Jomvu,Mikindani,Amani Primary School,3,1002000801803,650
Mombasa,Jomvu,Mikindani,Amani Primary School,4,1002000801804,650
Mombasa,Jomvu,Mikindani,Amani Primary School,5,1002000801805,650
Mombasa,Jomvu,Mikindani,Amani Primary School,6,1002000801806,649
Mombasa,Jomvu,Mikindani,Amani Primary School,7,1002000801807,649
Mombasa,Jomvu,Mikindani,Amani Primary School,8,1002000801808,649
Mombasa,Jomvu,Mikindani,Amani Primary School,9,1002000801809,649
Mombasa,Jomvu,Mikindani,Amani Primary School,10,1002000801810,649
Mombasa,Jomvu,Mikindani,St. Mary'S Bangladesh Primary School,1,1002000801901,691
Mombasa,Jomvu,Mikindani,St. Mary'S Bangladesh Primary School,2,1002000801902,692
Mombasa,Jomvu,Mikindani,St. Mary'S Bangladesh Primary School,3,1002000801903,692
Mombasa,Jomvu,Mikindani,St. Mary'S Bangladesh Primary School,4,1002000801904,692
Mombasa,Jomvu,Mikindani,St. Mary'S Bangladesh Primary School,5,1002000801905,692
Mombasa,Jomvu,Mikindani,St. Mary'S Bangladesh Primary School,6,1002000801906,691
Mombasa,Jomvu,Mikindani,Mikindani Primary School,1,1002000802001,646
Mombasa,Jomvu,Mikindani,Mikindani Primary School,2,1002000802002,647
Mombasa,Jomvu,Mikindani,Mikindani Primary School,3,1002000802003,647
Mombasa,Jomvu,Mikindani,Mikindani Primary School,4,1002000802004,647
Mombasa,Jomvu,Mikindani,Mikindani Primary School,5,1002000802005,647
Mombasa,Jomvu,Mikindani,Mikindani Primary School,6,1002000802006,647
Mombasa,Jomvu,Mikindani,Mikindani Primary School,7,1002000802007,647
Mombasa,Jomvu,Mikindani,Mikindani Primary School,8,1002000802008,646
Mombasa,Kisauni,Mjambere,Kisauni Baptist Primary School,1,1003000900101,683
Mombasa,Kisauni,Mjambere,Kisauni Baptist Primary School,2,1003000900102,684
Mombasa,Kisauni,Mjambere,Kisauni Baptist Primary School,3,1003000900103,683
Mombasa,Kisauni,Mjambere,Kisauni Baptist Primary School,4,1003000900104,683
Mombasa,Kisauni,Mjambere,Kisauni Baptist Primary School,5,1003000900105,683
Mombasa,Kisauni,Mjambere,Kisauni Baptist Primary School,6,1003000900106,683
Mombasa,Kisauni,Mjambere,Kisauni Baptist Primary School,7,1003000900107,683
Mombasa,Kisauni,Mjambere,Kisauni Baptist Primary School,8,1003000900108,683
Mombasa,Kisauni,Mjambere,Kisauni Baptist Primary School,9,1003000900109,683
Mombasa,Kisauni,Mjambere,Kisauni Baptist Primary School,10,1003000900110,683
Mombasa,Kisauni,Mjambere,Kisauni Baptist Primary School,11,1003000900111,683
Mombasa,Kisauni,Mjambere,Kisauni Baptist Primary School,12,1003000900112,683
Mombasa,Kisauni,Mjambere,Kisauni Baptist Primary School,13,1003000900113,683
Mombasa,Kisauni,Mjambere,Kisauni Water & Sewerage Offices,1,1003000900201,636
Mombasa,Kisauni,Mjambere,Kisauni Water & Sewerage Offices,2,1003000900202,637
Mombasa,Kisauni,Mjambere,Kisauni Water & Sewerage Offices,3,1003000900203,637
Mombasa,Kisauni,Mjambere,Kisauni Water & Sewerage Offices,4,1003000900204,637
Mombasa,Kisauni,Mjambere,Kisauni Water & Sewerage Offices,5,1003000900205,637
Mombasa,Kisauni,Mjambere,Kisauni Water & Sewerage Offices,6,1003000900206,637
Mombasa,Kisauni,Mjambere,Kisauni Water & Sewerage Offices,7,1003000900207,636
Mombasa,Kisauni,Mjambere,Kisauni Water & Sewerage Offices,8,1003000900208,636
Mombasa,Kisauni,Mjambere,Kadongo Grounds - Mishomoroni,1,1003000900301,641
Mombasa,Kisauni,Mjambere,Kadongo Grounds - Mishomoroni,2,1003000900302,642
Mombasa,Kisauni,Mjambere,Kadongo Grounds - Mishomoroni,3,1003000900303,641
Mombasa,Kisauni,Mjambere,Kadongo Grounds - Mishomoroni,4,1003000900304,641
Mombasa,Kisauni,Mjambere,Kadongo Grounds - Mishomoroni,5,1003000900305,641
Mombasa,Kisauni,Mjambere,Kadongo Grounds - Mishomoroni,6,1003000900306,641
Mombasa,Kisauni,Mjambere,Kadongo Grounds - Mishomoroni,7,1003000900307,641
Mombasa,Kisauni,Mjambere,Kadongo Grounds - Mishomoroni,8,1003000900308,641
Mombasa,Kisauni,Mjambere,Kadongo Grounds - Mishomoroni,9,1003000900309,641
Mombasa,Kisauni,Mjambere,Snake Valley Grounds,1,1003000900401,660
Mombasa,Kisauni,Mjambere,Snake Valley Grounds,2,1003000900402,661
Mombasa,Kisauni,Mjambere,Snake Valley Grounds,3,1003000900403,660
Mombasa,Kisauni,Mjambere,Snake Valley Grounds,4,1003000900404,660
Mombasa,Kisauni,Junda,Nasa Junior Academy,1,1003001000501,611
Mombasa,Kisauni,Junda,Nasa Junior Academy,2,1003001000502,612
Mombasa,Kisauni,Junda,Nasa Junior Academy,3,1003001000503,612
Mombasa,Kisauni,Junda,Nasa Junior Academy,4,1003001000504,611
Mombasa,Kisauni,Junda,Nasa Junior Academy,5,1003001000505,611
Mombasa,Kisauni,Junda,Nasa Junior Academy,6,1003001000506,611
Mombasa,Kisauni,Junda,Nasa Junior Academy,7,1003001000507,611
Mombasa,Kisauni,Junda,Manyani Grounds,1,1003001000601,599
Mombasa,Kisauni,Junda,Manyani Grounds,2,1003001000602,600
Mombasa,Kisauni,Junda,Manyani Grounds,3,1003001000603,600
Mombasa,Kisauni,Junda,Manyani Grounds,4,1003001000604,600
Mombasa,Kisauni,Junda,Manyani Grounds,5,1003001000605,599
Mombasa,Kisauni,Junda,Ifc Church,1,1003001000701,692
Mombasa,Kisauni,Junda,Ifc Church,2,1003001000702,693
Mombasa,Kisauni,Junda,Ifc Church,3,1003001000703,693
Mombasa,Kisauni,Junda,Ifc Church,4,1003001000704,693
Mombasa,Kisauni,Junda,Ifc Church,5,1003001000705,693
Mombasa,Kisauni,Junda,Ifc Church,6,1003001000706,692
Mombasa,Kisauni,Junda,Ifc Church,7,1003001000707,692
Mombasa,Kisauni,Junda,Ifc Church,8,1003001000708,692
Mombasa,Kisauni,Junda,Ifc Church,9,1003001000709,692
Mombasa,Kisauni,Junda,Emmas Academy,1,1003001000801,644
Mombasa,Kisauni,Junda,Emmas Academy,2,1003001000802,645
Mombasa,Kisauni,Junda,Emmas Academy,3,1003001000803,644
Mombasa,Kisauni,Junda,Emmas Academy,4,1003001000804,644
Mombasa,Kisauni,Junda,Emmas Academy,5,1003001000805,644
Mombasa,Kisauni,Junda,Emmas Academy,6,1003001000806,644
Mombasa,Kisauni,Junda,New Hope Secondary School - Makumba,1,1003001000901,644
Mombasa,Kisauni,Junda,New Hope Secondary School - Makumba,2,1003001000902,645
Mombasa,Kisauni,Junda,New Hope Secondary School - Makumba,3,1003001000903,645
Mombasa,Kisauni,Junda,Assistant Chief'S Camp - Machafuko,1,1003001001001,667
Mombasa,Kisauni,Junda,Assistant Chief'S Camp - Machafuko,2,1003001001002,668
Mombasa,Kisauni,Junda,Assistant Chief'S Camp - Machafuko,3,1003001001003,668
Mombasa,Kisauni,Junda,Assistant Chief'S Camp - Machafuko,4,1003001001004,667
Mombasa,Kisauni,Junda,Assistant Chief'S Camp - Machafuko,5,1003001001005,667
Mombasa,Kisauni,Junda,Assistant Chief'S Camp - Machafuko,6,1003001001006,667
Mombasa,Kisauni,Junda,Assistant Chief'S Camp - Machafuko,7,1003001001007,667
Mombasa,Kisauni,Bamburi,Kashani Primary School,1,1003001101101,542
Mombasa,Kisauni,Bamburi,Kashani Primary School,2,1003001101102,543
Mombasa,Kisauni,Bamburi,Kashani Primary School,3,1003001101103,542
Mombasa,Kisauni,Bamburi,Majaoni Primary School,1,1003001101201,665
Mombasa,Kisauni,Bamburi,Majaoni Primary School,2,1003001101202,666
Mombasa,Kisauni,Bamburi,Majaoni Primary School,3,1003001101203,666
Mombasa,Kisauni,Bamburi,Majaoni Primary School,4,1003001101204,666
Mombasa,Kisauni,Bamburi,Majaoni Primary School,5,1003001101205,666
Mombasa,Kisauni,Bamburi,Majaoni Primary School,6,1003001101206,665
Mombasa,Kisauni,Bamburi,Majaoni Primary School,7,1003001101207,665
Mombasa,Kisauni,Bamburi,Kiembeni Primary School,1,1003001101301,661
Mombasa,Kisauni,Bamburi,Kiembeni Primary School,2,1003001101302,662
Mombasa,Kisauni,Bamburi,Kiembeni Primary School,3,1003001101303,662
Mombasa,Kisauni,Bamburi,Kiembeni Primary School,4,1003001101304,662
Mombasa,Kisauni,Bamburi,Kiembeni Primary School,5,1003001101305,662
Mombasa,Kisauni,Bamburi,Kiembeni Primary School,6,1003001101306,661
Mombasa,Kisauni,Bamburi,Kiembeni Primary School,7,1003001101307,661
Mombasa,Kisauni,Bamburi,Kiembeni Primary School,8,1003001101308,661
Mombasa,Kisauni,Bamburi,Kiembeni Primary School,9,1003001101309,661
Mombasa,Kisauni,Bamburi,Kiembeni Primary School,10,1003001101310,661
Mombasa,Kisauni,Bamburi,Kiembeni Primary School,11,1003001101311,661
Mombasa,Kisauni,Bamburi,Kiembeni Primary School,12,1003001101312,661
Mombasa,Kisauni,Bamburi,Kiembeni Primary School,13,1003001101313,661
Mombasa,Kisauni,Bamburi,St. Elizabeth Academy,1,1003001101401,613
Mombasa,Kisauni,Bamburi,St. Elizabeth Academy,2,1003001101402,614
Mombasa,Kisauni,Bamburi,St. Elizabeth Academy,3,1003001101403,613
Mombasa,Kisauni,Bamburi,St. Elizabeth Academy,4,1003001101404,613
Mombasa,Kisauni,Bamburi,Mdengerekeni Primary School,1,1003001101501,349
Mombasa,Kisauni,Mwakirunge,Marimani Primary School,1,1003001201601,639
Mombasa,Kisauni,Mwakirunge,Marimani Primary School,2,1003001201602,639
Mombasa,Kisauni,Mwakirunge,Colorado Primary School,1,1003001201701,434
Mombasa,Kisauni,Mwakirunge,Colorado Primary School,2,1003001201702,434
Mombasa,Kisauni,Mwakirunge,Voroni Community Primary School,1,1003001201801,517
Mombasa,Kisauni,Mwakirunge,Voroni Community Primary School,2,1003001201802,518
Mombasa,Kisauni,Mwakirunge,Maunguja Primary School,1,1003001201901,507
Mombasa,Kisauni,Mwakirunge,Mwakirunge Primary School,1,1003001202001,629
Mombasa,Kisauni,Mwakirunge,Mwakirunge Primary School,2,1003001202002,629
Mombasa,Kisauni,Mtopanga,Kiembeni Baptist Primary School,1,1003001302101,666
