County,Constituency,Ward,Center,Station,Station code,Voters
Kitui,Kitui Rural,Kisasi,Nguuni Primary School.,1,15071035000201,628
Kitui,Kitui Rural,Kisasi,Mbusyani Primary School,1,15071035000301,486
Kitui,Kitui Rural,Kisasi,Mbusyani Primary School,2,15071035000302,487
Kitui,Kitui Rural,Kisasi,Ngiluni Primary School,1,15071035000401,459
Kitui,Kitui Rural,Kisasi,Kavasya Primary School,1,15071035000501,357
Kitui,Kitui Rural,Kisasi,Kwa-Kutu Primary School,1,15071035000601,411
Kitui,Kitui Rural,Kisasi,Mukameni Primary School,1,15071035000701,597
Kitui,Kitui Rural,Kisasi,Ung'Aatu Primary School,1,15071035000801,560
Kitui,Kitui Rural,Kisasi,Kalala Primary School,1,15071035000901,323
Kitui,Kitui Rural,Kisasi,Mavindini Primary School,1,15071035001001,319
Kitui,Kitui Rural,Kisasi,Maliku Primary School,1,15071035001101,416
Kitui,Kitui Rural,Kisasi,Katumba Primary School,1,15071035001201,291
Kitui,Kitui Rural,Kisasi,Kisasi Primary School,1,15071035001501,396
Kitui,Kitui Rural,Kisasi,Kisasi Primary School,2,15071035001502,396
Kitui,Kitui Rural,Kisasi,Utawala Primary School,1,15071035001601,250
Kitui,Kitui Rural,Kisasi,Ituki Primary School,1,15071035001701,492
Kitui,Kitui Rural,Kisasi,Kalatine Primary School,1,15071035001801,448
Kitui,Kitui Rural,Kisasi,Katwala Primary School,1,15071035002201,150
Kitui,Kitui Rural,Kisasi,Kilevi Primary School,1,15071035002301,367
Kitui,Kitui Rural,Kisasi,Mwiw'E Primary School,1,15071035002401,178
Kitui,Kitui Rural,Kisasi,Kisikini Primary School.,1,15071035002601,220
Kitui,Kitui Rural,Kisasi,Kisasi Boys Secondary School,1,15071035002801,585
Kitui,Kitui Rural,Kisasi,Kikuuni Primary School,1,15071035003101,251
Kitui,Kitui Rural,Kisasi,Ikave Primary School,1,15071035003201,288
Kitui,Kitui Rural,Kisasi,Kitooneo Primary School,1,15071035003301,339
Kitui,Kitui Rural,Kisasi,Kavisuni Primary School,1,15071035003401,469
Kitui,Kitui Rural,Kisasi,Kavisuni Primary School,2,15071035003402,470
Kitui,Kitui Rural,Kisasi,Kwa-Kyee Primary Schol,1,15071035003501,183
Kitui,Kitui Rural,Kisasi,Muambani Primary School,1,15071035003901,599
Kitui,Kitui Rural,Kisasi,Kilivi Primary School,1,15071035004601,415
Kitui,Kitui Rural,Mbitini,Syuasini Primary School,1,15071035101301,324
Kitui,Kitui Rural,Mbitini,Kisasi Youth Polytechnic,1,15071035101401,299
Kitui,Kitui Rural,Mbitini,Ngangani Primary School,1,15071035101901,654
Kitui,Kitui Rural,Mbitini,Ngangani Primary School,2,15071035101902,655
Kitui,Kitui Rural,Mbitini,Kitungati Primary School,1,15071035102001,549
Kitui,Kitui Rural,Mbitini,Wayani Primary School,1,15071035102101,278
Kitui,Kitui Rural,Mbitini,Seekea Primary School.,1,15071035102701,261
Kitui,Kitui Rural,Mbitini,Mukundi Primary School.,1,15071035102901,310
Kitui,Kitui Rural,Mbitini,Manzini Primary School,1,15071035103001,314
Kitui,Kitui Rural,Mbitini,Misuuni Primary School,1,15071035103601,339
Kitui,Kitui Rural,Mbitini,Katangasua Primary School,1,15071035103701,388
Kitui,Kitui Rural,Mbitini,Katangasua Primary School,2,15071035103702,388
Kitui,Kitui Rural,Mbitini,Isovya Primary School,1,15071035103801,316
Kitui,Kitui Rural,Mbitini,Makolongo Primary School,1,15071035104001,403
Kitui,Kitui Rural,Mbitini,Kivuuni Primary School,1,15071035104101,325
Kitui,Kitui Rural,Mbitini,Mbitini Primary School.,1,15071035104201,614
Kitui,Kitui Rural,Mbitini,Mbitini Primary School.,2,15071035104202,614
Kitui,Kitui Rural,Mbitini,Maangani Primary School,1,15071035104301,418
Kitui,Kitui Rural,Mbitini,Kanzau Secondary School,1,15071035104401,150
Kitui,Kitui Rural,Mbitini,Muluti Primary School,1,15071035104501,282
Kitui,Kitui Rural,Mbitini,Kilamba Primary School,1,15071035104701,184
Kitui,Kitui Rural,Mbitini,Ikotamwithe Primary School,1,15071035104801,227
Kitui,Kitui Rural,Mbitini,Kyamusivi Primary School,1,15071035104901,307
Kitui,Kitui Rural,Mbitini,Mbitini Girls Secondary School,1,15071035105001,648
Kitui,Kitui Rural,Mbitini,Mwinzengi Primary School,1,15071035105101,338
Kitui,Kitui Rural,Mbitini,Kanzau Primary,1,15071035105201,456
Kitui,Kitui Rural,Mbitini,Kamulu Primary School,1,15071035105301,350
Kitui,Kitui Rural,Mbitini,Usang'A Primary School,1,15071035105401,233
Kitui,Kitui Rural,Kwavonza/Yatta,Seuco,1,15071035205501,3
Kitui,Kitui Rural,Kwavonza/Yatta,Kanyonyoo Mkt,1,15071035205601,202
Kitui,Kitui Rural,Kwavonza/Yatta,Kwa-Vonza Pri School,1,15071035205701,651
Kitui,Kitui Rural,Kwavonza/Yatta,Kwa-Vonza Pri School,2,15071035205702,652
Kitui,Kitui Rural,Kwavonza/Yatta,Kwa-Vonza Pri School,3,15071035205703,651
Kitui,Kitui Rural,Kwavonza/Yatta,Tanganyika Pri School,1,15071035205801,474
Kitui,Kitui Rural,Kwavonza/Yatta,Masaani Pri School,1,15071035205901,329
Kitui,Kitui Rural,Kwavonza/Yatta,Kalivini Pri School,1,15071035206001,277
Kitui,Kitui Rural,Kwavonza/Yatta,Kiliko Pri School,1,15071035206101,364
Kitui,Kitui Rural,Kwavonza/Yatta,Yatta Pri School,1,15071035206201,456
Kitui,Kitui Rural,Kwavonza/Yatta,Yatta Pri School,2,15071035206202,457
Kitui,Kitui Rural,Kwavonza/Yatta,Kwa Kilui Pri School,1,15071035206301,609
Kitui,Kitui Rural,Kwavonza/Yatta,Ilika Pri School,1,15071035206401,419
Kitui,Kitui Rural,Kwavonza/Yatta,Kathemboni Pri School,1,15071035206501,226
Kitui,Kitui Rural,Kwavonza/Yatta,Muvitha Pri School,1,15071035206601,400
Kitui,Kitui Rural,Kwavonza/Yatta,Kaw'Ongo Pri School,1,15071035206701,362
Kitui,Kitui Rural,Kwavonza/Yatta,Kyaithani Pri School,1,15071035206801,530
Kitui,Kitui Rural,Kwavonza/Yatta,Nthongoni Pri School,1,15071035206901,545
Kitui,Kitui Rural,Kwavonza/Yatta,Matulani Pri School,1,15071035207001,638
Kitui,Kitui Rural,Kwavonza/Yatta,Iani Pri School,1,15071035207101,414
Kitui,Kitui Rural,Kwavonza/Yatta,Mamole Primary School,1,15071035207201,325
Kitui,Kitui Rural,Kwavonza/Yatta,Nthilani Pri School,1,15071035207301,260
Kitui,Kitui Rural,Kwavonza/Yatta,Kathome Pri School,1,15071035207401,538
Kitui,Kitui Rural,Kwavonza/Yatta,Useng'Yo Pri School,1,15071035207501,245
Kitui,Kitui Rural,Kwavonza/Yatta,Mukelenzuni Pri School,1,15071035207601,197
Kitui,Kitui Rural,Kwavonza/Yatta,Muselele Township Pri School,1,15071035207701,524
Kitui,Kitui Rural,Kwavonza/Yatta,Kyainya Pri School,1,15071035207801,180
Kitui,Kitui Rural,Kwavonza/Yatta,Ndunguni Pri School,1,15071035207901,284
Kitui,Kitui Rural,Kwavonza/Yatta,Kamanyi Pri School,1,15071035208001,410
Kitui,Kitui Rural,Kwavonza/Yatta,Konza Pri School,1,15071035208101,178
Kitui,Kitui Rural,Kwavonza/Yatta,Waivumbu Pri School,1,15071035208201,207
Kitui,Kitui Rural,Kwavonza/Yatta,Kyosini Pri School,1,15071035208301,254
Kitui,Kitui Rural,Kwavonza/Yatta,Ngovu Pri School,1,15071035208401,141
Kitui,Kitui Rural,Kwavonza/Yatta,Muvyani Pri School,1,15071035208501,182
Kitui,Kitui Rural,Kwavonza/Yatta,Nzeve Pri School,1,15071035208601,222
Kitui,Kitui Rural,Kwavonza/Yatta,Kyamuungi Pri School,1,15071035208701,136
Kitui,Kitui Rural,Kwavonza/Yatta,Katothya Pri School,1,15071035208801,572
Kitui,Kitui Rural,Kwavonza/Yatta,Mikuyuni Pri School,1,15071035208901,136
Kitui,Kitui Rural,Kwavonza/Yatta,Ngakaani Pri School,1,15071035209001,226
Kitui,Kitui Rural,Kwavonza/Yatta,Maito Pri School,1,15071035209101,175
Kitui,Kitui Rural,Kwavonza/Yatta,Kwakilya Pri School,1,15071035209201,231
Kitui,Kitui Rural,Kwavonza/Yatta,Musini Pri School,1,15071035209301,164
Kitui,Kitui Rural,Kwavonza/Yatta,Ilovi Nursery,1,15071035209401,109
Kitui,Kitui Rural,Kwavonza/Yatta,Kalima Pri School,1,15071035209501,237
Kitui,Kitui Rural,Kwavonza/Yatta,Kitukuni Pri School,1,15071035209601,167
Kitui,Kitui Rural,Kwavonza/Yatta,Thome Pri School,1,15071035209701,134
Kitui,Kitui Rural,Kwavonza/Yatta,Ngamyone Pri School,1,15071035209801,177
Kitui,Kitui Rural,Kwavonza/Yatta,Mandu Pri School,1,15071035209901,113
Kitui,Kitui Rural,Kwavonza/Yatta,Kivunga Pri School,1,15071035210001,219
Kitui,Kitui Rural,Kwavonza/Yatta,Kamosi Pri School,1,15071035210101,132
Kitui,Kitui Rural,Kwavonza/Yatta,Musingi Pri School,1,15071035210201,246
Kitui,Kitui Rural,Kwavonza/Yatta,Rural Border Patrol Unit,1,15071035210301,160
Kitui,Kitui Rural,Kwavonza/Yatta,Katoteni Cenral Pri School,1,15071035210401,342
Kitui,Kitui Rural,Kwavonza/Yatta,Nyambani Village,1,15071035210501,138
Kitui,Kitui Rural,Kanyangi,Syomunyu Pri School,1,15071035310601,322
Kitui,Kitui Rural,Kanyangi,Kalulini Pri School,1,15071035310701,489
Kitui,Kitui Rural,Kanyangi,Mbeetwani Pri School,1,15071035310801,144
Kitui,Kitui Rural,Kanyangi,Syomakanda Pri School,1,15071035310901,172
Kitui,Kitui Rural,Kanyangi,Ngomoni Pri School,1,15071035311001,589
Kitui,Kitui Rural,Kanyangi,Mandongoi Pri School,1,15071035311101,384
Kitui,Kitui Rural,Kanyangi,Masimba Pri School,1,15071035311201,563
Kitui,Kitui Rural,Kanyangi,Kanyangi Pri School,1,15071035311301,480
Kitui,Kitui Rural,Kanyangi,Kanyangi Pri School,2,15071035311302,481
Kitui,Kitui Rural,Kanyangi,Kanyangi Pri School,3,15071035311303,480
Kitui,Kitui Rural,Kanyangi,Nzambia Pri School,1,15071035311401,394
Kitui,Kitui Rural,Kanyangi,Kanyongonyo Pri School,1,15071035311501,530
Kitui,Kitui Rural,Kanyangi,Kisauni Pri School,1,15071035311601,308
Kitui,Kitui Rural,Kanyangi,Kilumya Pri School,1,15071035311701,292
Kitui,Kitui Rural,Kanyangi,Yamunyu Nurs School,1,15071035311801,238
Kitui,Kitui Rural,Kanyangi,Kavoo Primary School,1,15071035311901,243
Kitui,Kitui Rural,Kanyangi,Kitooni Pri School,1,15071035312001,367
Kitui,Kitui Rural,Kanyangi,Kilisa Pri School,1,15071035312101,202
Kitui,Kitui Rural,Kanyangi,Mwaani Pri School,1,15071035312201,370
Kitui,Kitui Rural,Kanyangi,Itulani Pri School,1,15071035312301,247
Kitui,Kitui Rural,Kanyangi,Kisayani Pri School,1,15071035312401,489
Kitui,Kitui Rural,Kanyangi,Matu Pri School,1,15071035312501,229
Kitui,Kitui Rural,Kanyangi,Kangala Pri School,1,15071035312601,163
Kitui,Kitui Rural,Kanyangi,Kaondu Pri School,1,15071035312701,147
Kitui,Kitui Rural,Kanyangi,Kinyaau Pri School,1,15071035312801,258
Kitui,Kitui Rural,Kanyangi,Kyoani Pri School,1,15071035312901,202
Kitui,Kitui Rural,Kanyangi,Kyunduani Pri School,1,15071035313001,167
Kitui,Kitui Rural,Kanyangi,Mwangeni Pri School,1,15071035313101,121
Kitui,Kitui Rural,Kanyangi,Kwa Kitung'U Pri School,1,15071035313201,100
Kitui,Kitui Rural,Kanyangi,Kithiiani Pri School,1,15071035313301,228
Kitui,Kitui Rural,Kanyangi,Hon. Mutisya Pri,1,15071035313401,148
Kitui,Kitui Rural,Kanyangi,Mumbe Pri School,1,15071035313501,90
Kitui,Kitui Rural,Kanyangi,Vondeni Market,1,15071035313601,165
Kitui,Kitui Rural,Kanyangi,Kavumbuni Market,1,15071035313701,284
Kitui,Kitui Central,Miambani,Makaani Primary School,1,15072035400101,298
Kitui,Kitui Central,Miambani,Mutulu Primary School,1,15072035400201,556
Kitui,Kitui Central,Miambani,Miambani Primary School,1,15072035400301,473
Kitui,Kitui Central,Miambani,Mukuku Primary School,1,15072035400401,469
Kitui,Kitui Central,Miambani,Mutukya Primary School,1,15072035400501,369
Kitui,Kitui Central,Miambani,Mutukya Primary School,2,15072035400502,369
Kitui,Kitui Central,Miambani,Mwanyani Primary School,1,15072035400601,379
Kitui,Kitui Central,Miambani,Kamandio Primary School,1,15072035400701,619
Kitui,Kitui Central,Miambani,Mikuyuni Primary School,1,15072035400801,329
Kitui,Kitui Central,Miambani,Kiviu Primary School,1,15072035400901,550
Kitui,Kitui Central,Miambani,Vinda Primary School,1,15072035401001,345
Kitui,Kitui Central,Miambani,Katisaa Primary School,1,15072035401101,328
Kitui,Kitui Central,Miambani,Ndithini Primary Schhool,1,15072035401201,190
Kitui,Kitui Central,Miambani,Kilingile Primary School,1,15072035401301,190
Kitui,Kitui Central,Miambani,Kakulunga Primary School,1,15072035401401,381
Kitui,Kitui Central,Miambani,Kavalo Primary Sch.,1,15072035401501,391
Kitui,Kitui Central,Miambani,Kavuti Primary Sch.,1,15072035401601,262
Kitui,Kitui Central,Miambani,Usiani Primary Sch.,1,15072035401701,296
Kitui,Kitui Central,Miambani,Usiani Secondary Sch.,1,15072035401801,212
Kitui,Kitui Central,Miambani,Mwatuni Primary Sch.,1,15072035401901,173
Kitui,Kitui Central,Miambani,Mutula Primary Sch.,1,15072035402001,590
Kitui,Kitui Central,Miambani,Kathumula Secondary School,1,15072035402101,228
Kitui,Kitui Central,Miambani,St.Marys Secondary School-Miambani,1,15072035402201,329
Kitui,Kitui Central,Miambani,Aic Ndithini Primary School,1,15072035402301,28
Kitui,Kitui Central,Miambani,Kitula Primary School,1,15072035402401,199
Kitui,Kitui Central,Miambani,King'Oini Primary School,1,15072035402501,326
Kitui,Kitui Central,Miambani,Kiluilu Primary School,1,15072035402601,107
Kitui,Kitui Central,Miambani,Nzaaya Primary School,1,15072035402701,225
Kitui,Kitui Central,Miambani,Ndiani Primary School,1,15072035402801,231
Kitui,Kitui Central,Miambani,Kanzau Primary School,1,15072035402901,336
Kitui,Kitui Central,Miambani,Kavuvuu Primary School,1,15072035403001,158
Kitui,Kitui Central,Miambani,Nzune Primary School,1,15072035403101,168
Kitui,Kitui Central,Miambani,Ulonzo Primary School,1,15072035403201,232
Kitui,Kitui Central,Miambani,Kiluma Primary Sch.,1,15072035403301,135
Kitui,Kitui Central,Township,Mutendea Primary School,1,15072035503401,189
Kitui,Kitui Central,Township,Katyethoka Primary School,1,15072035503501,648
Kitui,Kitui Central,Township,Kaveta Primary School,1,15072035503601,416
Kitui,Kitui Central,Township,Kaveta Primary School,2,15072035503602,417
Kitui,Kitui Central,Township,Syongila Youth Polytechnic,1,15072035503701,457
Kitui,Kitui Central,Township,Syongila Youth Polytechnic,2,15072035503702,458
Kitui,Kitui Central,Township,Gk Prisons,1,15072035503801,650
Kitui,Kitui Central,Township,Ngiini Primary School,1,15072035503901,396
Kitui,Kitui Central,Township,Ngiini Primary School,2,15072035503902,396
Kitui,Kitui Central,Township,Kitui School For Deaf,1,15072035504001,525
Kitui,Kitui Central,Township,Kitui School For Deaf,2,15072035504002,525
Kitui,Kitui Central,Township,Majengo Nursery School,1,15072035504101,478
Kitui,Kitui Central,Township,Majengo Nursery School,2,15072035504102,478
Kitui,Kitui Central,Township,Kitui Boys Secondary School,1,15072035504201,304
Kitui,Kitui Central,Township,Manyenyoni Primary School,1,15072035504301,261
Kitui,Kitui Central,Township,Central Primary School,1,15072035504401,634
Kitui,Kitui Central,Township,Central Primary School,2,15072035504402,635
Kitui,Kitui Central,Township,Central Primary School,3,15072035504403,635
Kitui,Kitui Central,Township,Central Primary School,4,15072035504404,635
Kitui,Kitui Central,Township,Central Primary School,5,15072035504405,634
Kitui,Kitui Central,Township,Central Primary School,6,15072035504406,634
Kitui,Kitui Central,Township,Central Primary School,7,15072035504407,634
Kitui,Kitui Central,Township,Muslim Primary School,1,15072035504501,619
Kitui,Kitui Central,Township,Muslim Primary School,2,15072035504502,620
Kitui,Kitui Central,Township,Muslim Primary School,3,15072035504503,619
Kitui,Kitui Central,Township,Katyethoka Secondary School,1,15072035504601,215
Kitui,Kitui Central,Township,Mutendea Mixed Secondary School,1,15072035504701,66
Kitui,Kitui Central,Township,Kitui Regional Research Centre,1,15072035504801,214
Kitui,Kitui Central,Township,Kitui School For Mentally Handicapped,1,15072035504901,357
Kitui,Kitui Central,Township,Ack St.Lukes Central,1,15072035505001,77
Kitui,Kitui Central,Township,Juakali Sheds,1,15072035505101,608
Kitui,Kitui Central,Township,Juakali Sheds,2,15072035505102,609
Kitui,Kitui Central,Township,Iqra Nursery School,1,15072035505201,402
Kitui,Kitui Central,Township,Maendeleo Ya Wanawake,1,15072035505301,569
Kitui,Kitui Central,Township,Kitui Medical Training College,1,15072035505401,544
Kitui,Kitui Central,Township,Muslim Secondary School,1,15072035505501,431
Kitui,Kitui Central,Township,Kitui Teachers Training College,1,15072035505601,268
Kitui,Kitui Central,Township,Gk Prisons Workshop Hall,1,15072035505701,174
Kitui,Kitui Central,Kyangwithya West,Kakuuni Primary School,1,15072035605801,528
Kitui,Kitui Central,Kyangwithya West,Kavuta Primary School,1,15072035605901,522
Kitui,Kitui Central,Kyangwithya West,Mbusyani Primary School,1,15072035606001,625
Kitui,Kitui Central,Kyangwithya West,Kwa Ikolanya Primary School,1,15072035606101,279
Kitui,Kitui Central,Kyangwithya West,Ithookwe Primary School,1,15072035606201,651
Kitui,Kitui Central,Kyangwithya West,Ithookwe Primary School,2,15072035606202,651
Kitui,Kitui Central,Kyangwithya West,Kwa Maingi Primary School,1,15072035606301,223
Kitui,Kitui Central,Kyangwithya West,Ilooi Primary School,1,15072035606401,349
Kitui,Kitui Central,Kyangwithya West,Unyaa Primary School,1,15072035606501,485
Kitui,Kitui Central,Kyangwithya West,Unyaa Primary School,2,15072035606502,485
Kitui,Kitui Central,Kyangwithya West,Kwa Kunuvwa Primary School,1,15072035606601,605
Kitui,Kitui Central,Kyangwithya West,Ndumoni Primary School,1,15072035606701,700
Kitui,Kitui Central,Kyangwithya West,Ithiani Primary School,1,15072035606801,563
Kitui,Kitui Central,Kyangwithya West,Tiva Primary School,1,15072035606901,361
Kitui,Kitui Central,Kyangwithya West,Imale Primary School,1,15072035607001,151
Kitui,Kitui Central,Kyangwithya West,Mangina Primary School,1,15072035607101,344
Kitui,Kitui Central,Kyangwithya West,Isevini Primary School,1,15072035607201,192
Kitui,Kitui Central,Kyangwithya West,Kisyoka Primary School,1,15072035607301,456
Kitui,Kitui Central,Kyangwithya West,Kaliakakya Primary School,1,15072035607401,602
Kitui,Kitui Central,Kyangwithya West,Kwa-Mukasa Primary School,1,15072035607501,504
Kitui,Kitui Central,Kyangwithya West,Itoleka Secondary,1,15072035607601,673
Kitui,Kitui Central,Kyangwithya West,Ithimani Primary School,1,15072035607701,316
Kitui,Kitui Central,Kyangwithya West,Mulutu Primary School,1,15072035607801,558
Kitui,Kitui Central,Kyangwithya West,Mulutu Primary School,2,15072035607802,559
Kitui,Kitui Central,Kyangwithya West,Mulutu Primary School,3,15072035607803,559
Kitui,Kitui Central,Kyangwithya West,Kalikuvu Primary School,1,15072035607901,281
Kitui,Kitui Central,Kyangwithya West,Malungu Primary School,1,15072035608001,277
Kitui,Kitui Central,Kyangwithya West,Isaangwa Primary School,1,15072035608101,337
Kitui,Kitui Central,Kyangwithya West,Kangose Primary School,1,15072035608201,129
Kitui,Kitui Central,Kyangwithya West,Kalimenza Primary School,1,15072035608301,205
Kitui,Kitui Central,Kyangwithya West,Itoleka Community Resource Centre,1,15072035608401,419
Kitui,Kitui Central,Kyangwithya West,Ithiani Youth Polytechnic,1,15072035608501,332
Kitui,Kitui Central,Kyangwithya West,Tiva Secondary School,1,15072035608601,248
Kitui,Kitui Central,Kyangwithya West,Ng'Oleni Primary School,1,15072035608701,242
Kitui,Kitui Central,Kyangwithya West,Kwodep-Community Hall,1,15072035608801,151
Kitui,Kitui Central,Mulango,Ndetani Primary School,1,15072035708901,252
Kitui,Kitui Central,Mulango,Yakalia Primary School,1,15072035709001,693
Kitui,Kitui Central,Mulango,Mithongo Primary School,1,15072035709101,219
Kitui,Kitui Central,Mulango,Yumbisye Secondary School,1,15072035709201,540
Kitui,Kitui Central,Mulango,Yumbisye Secondary School,2,15072035709202,541
Kitui,Kitui Central,Mulango,Yumbisye Primary School,1,15072035709301,319
Kitui,Kitui Central,Mulango,Kangalu Primary,1,15072035709401,495
Kitui,Kitui Central,Mulango,Kyambiti Primary School,1,15072035709501,374
Kitui,Kitui Central,Mulango,Kyambiti Primary School,2,15072035709502,374
Kitui,Kitui Central,Mulango,Kaumba Primary School,1,15072035709601,446
Kitui,Kitui Central,Mulango,Kavisi Primary School,1,15072035709701,216
Kitui,Kitui Central,Mulango,Kitundu Primary School,1,15072035709801,304
Kitui,Kitui Central,Mulango,Manooni Primary School,1,15072035709901,164
Kitui,Kitui Central,Mulango,Wii Primary School,1,15072035710001,428
Kitui,Kitui Central,Mulango,Wii Primary School,2,15072035710002,428
Kitui,Kitui Central,Mulango,Ack Kavoko Primary School,1,15072035710101,577
Kitui,Kitui Central,Mulango,Kyangunga Primary School,1,15072035710201,468
Kitui,Kitui Central,Mulango,Kyangunga Primary School,2,15072035710202,469
Kitui,Kitui Central,Mulango,Mulango Primary School,1,15072035710301,390
Kitui,Kitui Central,Mulango,Kathungu Primary School,1,15072035710401,302
Kitui,Kitui Central,Mulango,Katulani Primary School,1,15072035710501,401
Kitui,Kitui Central,Mulango,Kikumini Primary School,1,15072035710601,322
Kitui,Kitui Central,Mulango,Nzukini Primary School,1,15072035710701,426
Kitui,Kitui Central,Mulango,Kisekini Primary,1,15072035710801,359
Kitui,Kitui Central,Mulango,Kathungi Primary School,1,15072035710901,441
Kitui,Kitui Central,Mulango,Kathungi Primary School,2,15072035710902,442
Kitui,Kitui Central,Mulango,Katulani Social Hall,1,15072035711001,506
Kitui,Kitui Central,Mulango,Kamuti Primary School,1,15072035711101,316
Kitui,Kitui Central,Mulango,Nzunguni Primary School,1,15072035711201,185
Kitui,Kitui Central,Mulango,Kanyumu Primary School,1,15072035711301,182
Kitui,Kitui Central,Mulango,Kithamba Ngii Primary School,1,15072035711401,305
Kitui,Kitui Central,Mulango,Kathukini Primary School,1,15072035711501,508
Kitui,Kitui Central,Mulango,Maamani Primary School,1,15072035711601,164
Kitui,Kitui Central,Mulango,Maaini Primary School,1,15072035711701,230
Kitui,Kitui Central,Mulango,Mulango Girls Secondary School,1,15072035711801,273
Kitui,Kitui Central,Mulango,Kyangulu Nursery School,1,15072035711901,74
Kitui,Kitui Central,Mulango,Musyau Primary School,1,15072035712001,247
Kitui,Kitui Central,Mulango,Kilukuya Primary School,1,15072035712101,200
Kitui,Kitui Central,Mulango,Syilumani Primary School,1,15072035712201,94
Kitui,Kitui Central,Mulango,Ivuku Primary School,1,15072035712301,267
Kitui,Kitui Central,Mulango,Kangundo Primary School,1,15072035712401,90
Kitui,Kitui Central,Kyangwithya East,Mutune Girls Primary School,1,15072035812501,336
Kitui,Kitui Central,Kyangwithya East,Kilungu Primary School,1,15072035812601,365
Kitui,Kitui Central,Kyangwithya East,St.Patricks Secondary School-Mutune,1,15072035812701,350
Kitui,Kitui Central,Kyangwithya East,Kavutini Primary School,1,15072035812801,403
Kitui,Kitui Central,Kyangwithya East,Wanzua Primary School,1,15072035812901,403
Kitui,Kitui Central,Kyangwithya East,Kitimui Primary School,1,15072035813001,339
Kitui,Kitui Central,Kyangwithya East,Kwa Mboo Primary School,1,15072035813101,516
Kitui,Kitui Central,Kyangwithya East,Ngumbwa Primary School,1,15072035813201,272
Kitui,Kitui Central,Kyangwithya East,Kwa-Ukungu Primary School,1,15072035813301,490
Kitui,Kitui Central,Kyangwithya East,Kwa-Ukungu Primary School,2,15072035813302,490
Kitui,Kitui Central,Kyangwithya East,Mulundi Primary School,1,15072035813401,602
Kitui,Kitui Central,Kyangwithya East,Mulundi Primary School,2,15072035813402,602
Kitui,Kitui Central,Kyangwithya East,Makutano Market,1,15072035813501,565
Kitui,Kitui Central,Kyangwithya East,Makutano Primary School,1,15072035813601,428
Kitui,Kitui Central,Kyangwithya East,Kalawa Primary School,1,15072035813701,313
Kitui,Kitui Central,Kyangwithya East,Kwa-Ngindu Primary School,1,15072035813801,494
Kitui,Kitui Central,Kyangwithya East,Kwa-Ngindu Primary School,2,15072035813802,495
Kitui,Kitui Central,Kyangwithya East,Kwa-Ngindu Primary School,3,15072035813803,495
Kitui,Kitui Central,Kyangwithya East,Kwanzou Primary School,1,15072035813901,207
Kitui,Kitui Central,Kyangwithya East,Kyalilini Primary School,1,15072035814001,408
Kitui,Kitui Central,Kyangwithya East,Waluku Primary School,1,15072035814101,464
Kitui,Kitui Central,Kyangwithya East,Museve Primary School,1,15072035814201,529
Kitui,Kitui Central,Kyangwithya East,Museve Primary School,2,15072035814202,529
Kitui,Kitui Central,Kyangwithya East,Ngwani Market,1,15072035814301,371
Kitui,Kitui Central,Kyangwithya East,Ngwani Market,2,15072035814302,372
Kitui,Kitui Central,Kyangwithya East,Katia Primary School.,1,15072035814401,379
Kitui,Kitui Central,Kyangwithya East,Mutulukuni Secondary School,1,15072035814501,377
Kitui,Kitui Central,Kyangwithya East,Kwa-Ngindu Secondary School,1,15072035814601,114
Kitui,Kitui Central,Kyangwithya East,Kabaa Secondary School,1,15072035814701,575
Kitui,Kitui Central,Kyangwithya East,St. Thomas Aquinas-Kalawa Secondary School,1,15072035814801,158
Kitui,Kitui Central,Kyangwithya East,Kitui Primary School,1,15072035814901,275
Kitui,Kitui Central,Kyangwithya East,Ivaini Secondary School,1,15072035815001,346
Kitui,Kitui Central,Kyangwithya East,Kasyala Primary School,1,15072035815101,340
Kitui,Kitui Central,Kyangwithya East,Kang'Au Primary School,1,15072035815201,423
Kitui,Kitui Central,Kyangwithya East,St. Angelas Girls Sec. Sch.,1,15072035815301,416
Kitui,Kitui East,Zombe/Mwitika,Ngungi Primary School,1,15073035900101,525
Kitui,Kitui East,Zombe/Mwitika,Thua Primary School,1,15073035900201,357
Kitui,Kitui East,Zombe/Mwitika,Kasunguni Primary School,1,15073035900301,469
Kitui,Kitui East,Zombe/Mwitika,Zombe Primary School,1,15073035900401,471
Kitui,Kitui East,Zombe/Mwitika,Zombe Primary School,2,15073035900402,472
Kitui,Kitui East,Zombe/Mwitika,Kaumu Primary School,1,15073035900501,413
Kitui,Kitui East,Zombe/Mwitika,Kathande Primary School,1,15073035900601,336
Kitui,Kitui East,Zombe/Mwitika,Kavaani Primary School,1,15073035900701,588
Kitui,Kitui East,Zombe/Mwitika,Ithangathi Primary School,1,15073035900801,331
Kitui,Kitui East,Zombe/Mwitika,Makongo Primary School,1,15073035900901,448
Kitui,Kitui East,Zombe/Mwitika,Yamanza Primary School,1,15073035901001,115
Kitui,Kitui East,Zombe/Mwitika,Imbuvu Primary School,1,15073035901101,239
Kitui,Kitui East,Zombe/Mwitika,Ngaaka Yakwa Primary School,1,15073035901201,405
Kitui,Kitui East,Zombe/Mwitika,Ngaaka Yakwa Primary School,2,15073035901202,405
Kitui,Kitui East,Zombe/Mwitika,Katikoni Primary School,1,15073035901301,325
Kitui,Kitui East,Zombe/Mwitika,Mwitika Primary School,1,15073035901401,412
